env_var,call_site_count,first_seen,via_env_flag_or_tristate,via_env_var,crates_touched
KILN_ENABLE_METAL_LM_HEAD_ARGMAX,1,crates/kiln-model/src/backend/metal_config.rs:49,no,no,kiln-model
KILN_ENABLE_ROCM_GDN_STREAMING_FASTPATHS,1,crates/kiln-model/src/forward.rs:924,no,no,kiln-model
KILN_ENABLE_VULKAN_FUSED_CONV1D,1,crates/kiln-model/src/backend/vulkan_config.rs:51,no,yes,kiln-model
KILN_ENABLE_VULKAN_FUSED_CONV1D_UPDATE,1,crates/kiln-model/src/backend/vulkan_config.rs:52,no,yes,kiln-model
KILN_ENABLE_VULKAN_GDN_DECODE_FUSED,1,crates/kiln-model/src/backend/vulkan_config.rs:66,no,yes,kiln-model
KILN_ENABLE_VULKAN_GDN_DECODE_FUSED_SINGLE_SUBMIT,1,crates/kiln-vulkan-kernel/src/kernels.rs:327,no,yes,kiln-vulkan-kernel
KILN_ENABLE_VULKAN_GDN_FORWARD_SUB,1,crates/kiln-model/src/backend/vulkan_config.rs:61,no,yes,kiln-model
KILN_ENABLE_VULKAN_GDN_FULL_CHUNK_FORWARD,1,crates/kiln-model/src/backend/vulkan_config.rs:46,no,yes,kiln-model
KILN_ENABLE_VULKAN_GDN_HOST_VISIBLE_STATE,1,crates/kiln-vulkan-kernel/src/kernels.rs:321,no,yes,kiln-vulkan-kernel
KILN_ENABLE_VULKAN_GDN_RECURRENT_HOST_VISIBLE_BATCH_STATE,1,crates/kiln-vulkan-kernel/src/kernels.rs:340,no,yes,kiln-vulkan-kernel
KILN_ENABLE_VULKAN_GDN_RECURRENT_RESIDENT_STATE,1,crates/kiln-model/src/backend/vulkan_config.rs:101,no,yes,kiln-model
KILN_ENABLE_VULKAN_MLP_GATE_UP,1,crates/kiln-model/src/backend/vulkan_config.rs:94,no,yes,kiln-model
KILN_EVAL_EVAL_DIR,1,crates/kiln-server/src/config.rs:6834,no,no,kiln-server
KILN_EVAL_MAX_QUEUED_JOBS,1,crates/kiln-server/src/config.rs:6835,no,no,kiln-server
KILN_EVAL_MAX_TRACKED_JOBS,1,crates/kiln-server/src/config.rs:6836,no,no,kiln-server
KILN_EVAL_WEBHOOK_URL,1,crates/kiln-server/src/config.rs:6837,no,no,kiln-server
KILN_FLASH_ATTN_BWD_DETERMINISTIC,1,crates/kiln-flash-attn/src/kt_api.rs:318,no,yes,kiln-flash-attn
KILN_FLCE_ACTIVE_ROW_TILE,1,crates/kiln-flce-kernel/src/kt_api.rs:394,no,no,kiln-flce-kernel
KILN_FORCE_FUSED_PAGED_DECODE_DYN_SEQLEN_BATCH,1,crates/kiln-model/src/forward.rs:21042,no,yes,kiln-model
KILN_FORCE_ROCM_BF16_MATMUL_F32_OUTPUT,1,crates/kiln-server/src/config.rs:116,no,no,kiln-server
KILN_FORCE_ROCM_STRIDED_BATCHED_MATMUL,1,crates/kiln-server/src/config.rs:111,no,no,kiln-server
KILN_GPU_TRAINING_MLP_CHUNK_TOKENS,1,crates/kiln-model/src/forward.rs:8924,no,yes,kiln-model
KILN_KV_FORCE_BLOCKS,1,crates/kiln-server/src/config.rs:5538,no,no,kiln-server
KILN_METAL_LORA_QKV_LINEAR_BENCH_ITERS,1,crates/kiln-model/src/forward.rs:30891,no,yes,kiln-model
KILN_METAL_LORA_QKV_LINEAR_BENCH_WARMUP,1,crates/kiln-model/src/forward.rs:30886,no,yes,kiln-model
KILN_MODEL_VULKAN_DECODE_WEIGHT_PREWARM,1,crates/kiln-server/src/config.rs:6777,no,no,kiln-server
KILN_MODEL_VULKAN_DECODE_WEIGHT_PREWARM_MIB_PER_SECOND,1,crates/kiln-server/src/config.rs:6778,no,no,kiln-server
KILN_MTP_BYTE_EQ_MODEL,1,crates/kiln-model/tests/mtp_byte_eq.rs:35,no,no,kiln-model
KILN_MTP_DEBUG_MAX_CALLS,1,crates/kiln-model/src/mtp_debug.rs:332,no,yes,kiln-model
KILN_MTP_DUMP_SUBOPS,1,crates/kiln-model/src/mtp_debug.rs:511,no,yes,kiln-model
KILN_MTP_FC_FP32_ACCUM,1,crates/kiln-model/src/mtp_debug.rs:404,no,yes,kiln-model
KILN_MTP_FP32_HEAD,1,crates/kiln-model/src/mtp_debug.rs:430,no,yes,kiln-model
KILN_MTP_SWAP_FC_NORMS,1,crates/kiln-model/src/mtp_debug.rs:387,no,yes,kiln-model
KILN_OPD_SAMPLER_SEGMENTS,1,crates/kiln-train/src/opd.rs:2738,no,yes,kiln-train
KILN_PROFILE_DECODE_BATCHER_STAGES,1,crates/kiln-model/src/generate.rs:195,no,no,kiln-model
KILN_PROFILE_FULL_ATTN_STAGES,1,crates/kiln-model/src/forward.rs:974,no,no,kiln-model
KILN_PROFILE_GDN_RECURRENT_INNER_STAGES,1,crates/kiln-model/src/forward.rs:955,no,no,kiln-model
KILN_PROFILE_GDN_STAGES,1,crates/kiln-model/src/forward.rs:950,no,no,kiln-model
KILN_PROFILE_GDN_STAGE_LAYER,1,crates/kiln-model/src/forward.rs:962,no,yes,kiln-model
KILN_PROFILE_METAL_GRAPH_STAGES,1,crates/kiln-model/src/metal_graph.rs:43,no,yes,kiln-model
KILN_PROFILE_MLP_STAGES,1,crates/kiln-model/src/forward.rs:979,no,no,kiln-model
KILN_PROFILE_PAGED_LAYERS,1,crates/kiln-model/src/forward.rs:945,no,no,kiln-model
KILN_PROFILE_PAGED_SECTIONS,1,crates/kiln-model/src/forward.rs:28713,no,yes,kiln-model
KILN_PROFILE_VULKAN_GDN_IN_PROJ_KERNEL_STAGES,1,crates/kiln-vulkan-kernel/src/kernels.rs:242,no,no,kiln-vulkan-kernel
KILN_PROFILE_VULKAN_GDN_RECURRENT_KERNEL_STAGES,1,crates/kiln-vulkan-kernel/src/kernels.rs:247,no,no,kiln-vulkan-kernel
KILN_PROFILE_VULKAN_MLP_KERNEL_STAGES,1,crates/kiln-vulkan-kernel/src/kernels.rs:30,no,no,kiln-vulkan-kernel
KILN_QUALIFICATION_CASE_RESULT,1,crates/kiln-server/src/bench.rs:1442,no,no,kiln-server
KILN_QUALIFICATION_HF_LOGITS_PATH,1,crates/kiln-model/tests/vk_resident_decode_parity.rs:37,no,no,kiln-model
KILN_QWEN_TOKENIZER_PATH,1,crates/kiln-train/src/trajectory_mask.rs:846,no,yes,kiln-train
KILN_REMOTE_ACCESS_TOKEN,1,crates/kiln-server/src/execution_provenance.rs:308,no,no,kiln-server
KILN_ROCM_BT,1,crates/kiln-tensor/src/rocm_storage.rs:110,no,yes,kiln-tensor
KILN_ROCM_CONCAT_AXIS0_ROW_COPY,1,crates/kiln-tensor/src/rocm_ops/concat.rs:228,no,yes,kiln-tensor
KILN_ROCM_DISABLE_CK_FMHA,1,crates/kiln-flash-attn/build.rs:168,no,yes,kiln-flash-attn
KILN_ROCM_ENABLE_CK_FMHA,1,crates/kiln-flash-attn/build.rs:169,no,yes,kiln-flash-attn
KILN_ROCM_ENABLE_CK_FMHA_FWD,1,crates/kiln-flash-attn/build.rs:176,no,yes,kiln-flash-attn
KILN_ROCM_F32_MATMUL_INNER_TILE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:319,no,no,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_COLLAPSED_BWD,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:864,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_FWD_ONLY,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:851,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_HEADS,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:817,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_HEAD_DIM,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:825,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_KV_HEADS,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:821,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_BENCH_SEQ,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:804,no,yes,kiln-flash-attn
KILN_ROCM_FLASH_CK,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:727,no,no,kiln-flash-attn
KILN_ROCM_FLASH_COLLAPSED_GQA_BWD,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:797,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_BWD,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:776,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_BWD_FORCE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:770,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_BWD_LONG_MIN_SEQ,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:790,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_BWD_MAX_SEQ,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:784,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_DIRECT_COLLAPSED_GQA_BWD,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:801,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_MAX_SEQ,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:678,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_SCALAR,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:672,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_SCALAR_FORCE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:675,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_SINGLE_MAX_SEQ,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:689,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_STREAMING_FORCE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:713,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_TILED,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:696,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_TILED_FORCE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:699,no,no,kiln-flash-attn
KILN_ROCM_FLASH_NATIVE_WMMA_QBLOCK,1,crates/kiln-flash-attn/tests/rocm_flash_attn_parity.rs:387,no,no,kiln-flash-attn
KILN_ROCM_FLASH_ONLINE,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:734,no,no,kiln-flash-attn
KILN_ROCM_FLASH_ONLINE_MATMUL_BATCH_GROUP,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:398,no,no,kiln-flash-attn
KILN_ROCM_GDN_FULL_CHUNK_FORWARD_MULTIBLOCK,1,crates/kiln-model/src/backend/rocm.rs:263,yes,no,kiln-model
KILN_ROCM_GRAPH_CACHE_MAX,1,crates/kiln-server/src/config.rs:108,no,no,kiln-server
KILN_ROCM_GRAPH_CAPTURE,1,crates/kiln-server/src/config.rs:105,no,no,kiln-server
KILN_ROCM_HEAD_MAJOR_PREFILL,1,crates/kiln-model/src/backend/rocm.rs:348,yes,no,kiln-model
KILN_ROCM_IS_FINITE_HOST_SCAN_ELEMENTS,1,crates/kiln-tensor/src/rocm_ops/is_finite_reduce.rs:28,no,yes,kiln-tensor
KILN_ROCM_IS_FINITE_LARGE_HOST_SCAN,1,crates/kiln-tensor/src/rocm_ops/is_finite_reduce.rs:19,no,yes,kiln-tensor
KILN_ROCM_PAGED_ATTN_MAX_SPLITS,1,crates/kiln-tensor/src/rocm_ops/paged_decode_meta.rs:173,no,yes,kiln-tensor
KILN_ROCM_PAGED_ATTN_SPLIT_TOKENS,1,crates/kiln-tensor/src/rocm_ops/paged_decode_meta.rs:168,no,yes,kiln-tensor
KILN_ROCM_PAGED_DECODE,1,crates/kiln-model/src/backend/capability.rs:2177,no,no,kiln-model
KILN_ROCM_PD_DEVSYNC,1,crates/kiln-model/src/forward.rs:20142,no,yes,kiln-model
KILN_ROCM_PD_SYNC,1,crates/kiln-model/src/forward.rs:20145,no,yes,kiln-model
KILN_ROCM_PROFILE,1,crates/kiln-tensor/src/rocm_storage.rs:98,no,yes,kiln-tensor
KILN_ROCM_RMSNORM_ROW_TILE_ROWS,1,crates/kiln-rmsnorm-kernel/src/kt_api.rs:50,no,yes,kiln-rmsnorm-kernel
KILN_ROCM_SPLIT_Q_GATE_ROW_TILE_TOKENS,1,crates/kiln-model/src/forward.rs:17207,no,yes,kiln-model
KILN_ROCM_TAPE_FLASH_MATERIALIZED,1,crates/kiln-model/src/tape_forward.rs:2018,yes,no,kiln-model
KILN_ROCM_TRAINING_MLP_CHUNK_TOKENS,1,crates/kiln-model/src/forward.rs:8909,no,yes,kiln-model
KILN_ROCM_W8A16,1,crates/kiln-model/src/rocm_w8_proj.rs:21,yes,no,kiln-model
KILN_ROCM_W8A8,1,crates/kiln-model/src/rocm_w8_proj.rs:26,yes,no,kiln-model
KILN_ROCM_W8A8_SAMPLED_LM_HEAD,1,crates/kiln-model/src/rocm_w8_proj.rs:31,yes,no,kiln-model
KILN_RUN_LONG_ROCM_RMSNORM,1,crates/kiln-rmsnorm-kernel/tests/rocm_rmsnorm_parity.rs:135,no,yes,kiln-rmsnorm-kernel
KILN_SDPA_PREFILL_MIN,1,crates/kiln-tensor/src/metal_kernels.rs:2333,no,yes,kiln-tensor
KILN_SDPA_SPLIT,1,crates/kiln-tensor/src/metal_kernels.rs:2258,no,yes,kiln-tensor
KILN_SERVER_URL,1,crates/kiln-server/src/bin/kiln_eval_cli.rs:45,no,no,kiln-server
KILN_SOURCE_TREE_HASH,1,crates/kiln-server/src/execution_provenance.rs:42,no,yes,kiln-server
KILN_SPLIT_Q_GATE_OUTPUT_CHUNK_FEATURES,1,crates/kiln-model/src/forward.rs:17148,no,yes,kiln-model
KILN_TAPE_GDN_OFFLOAD_SAVED_TENSORS,1,crates/kiln-model/src/tape_forward.rs:2058,no,yes,kiln-model
KILN_TAPE_OFFLOAD_MATMUL_A,1,crates/kiln-model/src/tape_forward.rs:2116,no,yes,kiln-model
KILN_TAPE_OFFLOAD_MIN_BYTES,1,crates/kiln-model/src/tape_forward.rs:2097,no,yes,kiln-model
KILN_TEACHERS_CREDENTIALS,1,crates/kiln-server/src/config.rs:6839,no,no,kiln-server
KILN_TENSOR_ROCM_TEST,1,crates/kiln-tensor/src/rocm_allocator.rs:188,no,yes,kiln-tensor
KILN_TEST_MISSING_TEACHER_SECRET,1,crates/kiln-server/src/config.rs:9863,no,no,kiln-server
KILN_TEST_NATIVE_TRAINING_FLAG,1,crates/kiln-server/src/training_queue.rs:6772,no,no,kiln-server
KILN_TEST_ORIGIN_SCOPED_SECRET_MUST_NOT_LEAK,1,crates/kiln-server/tests/remote_teacher_identity.rs:272,no,no,kiln-server
KILN_TEST_REMOTE_KEY_INTENTIONALLY_UNSET,1,crates/kiln-server/tests/agent_teacher_validation.rs:460,no,no,kiln-server
KILN_TEST_REMOTE_SECRET_INTENTIONALLY_MISSING_8CC28B,1,crates/kiln-server/tests/remote_teacher_identity.rs:305,no,no,kiln-server
KILN_TEST_REMOTE_TEACHER_HANDLE_SECRET_716D3C,1,crates/kiln-server/tests/remote_teacher_identity.rs:338,no,no,kiln-server
KILN_TEST_SCOPED_TEACHER_SECRET,1,crates/kiln-server/src/config.rs:9810,no,no,kiln-server
KILN_TEST_SERVER_NATIVE_TRAINING_POLICY,1,crates/kiln-server/src/training_queue.rs:6813,no,no,kiln-server
KILN_TRACE_FLASH_ATTN_BWD_TIMINGS,1,crates/kiln-model/src/tape_forward.rs:1834,yes,no,kiln-model
KILN_TRACE_FULL_ATTN_STAGE_TIMINGS,1,crates/kiln-model/src/forward.rs:5236,yes,no,kiln-model
KILN_TRACE_FULL_ATTN_TILES,1,crates/kiln-model/src/forward.rs:5231,yes,no,kiln-model
KILN_TRACE_GDN_BACKWARD_TIMINGS,1,crates/kiln-model/src/forward.rs:5573,yes,no,kiln-model
KILN_TRACE_LINEAR_LAYER_STAGES,1,crates/kiln-model/src/forward.rs:5244,yes,no,kiln-model
KILN_TRACE_LINEAR_LAYER_STAGE_LAYER,1,crates/kiln-model/src/forward.rs:5254,no,yes,kiln-model
KILN_TRACE_LINEAR_SEGMENT_STAGES,1,crates/kiln-model/src/forward.rs:5243,yes,no,kiln-model
KILN_TRACE_LINEAR_SEGMENT_STAGE_LAYER,1,crates/kiln-model/src/forward.rs:5253,no,yes,kiln-model
KILN_TRACE_LORA_DELTA_BWD_TIMINGS,1,crates/kiln-autograd/src/backwards/lora_delta_add.rs:174,no,no,kiln-autograd
KILN_TRACE_MODEL_SEGMENT_TIMINGS,1,crates/kiln-model/src/forward.rs:5227,yes,no,kiln-model
KILN_TRACE_ROCM_FLASH_BWD,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:4031,no,no,kiln-flash-attn
KILN_TRACE_ROCM_FLASH_ONLINE_BWD,1,crates/kiln-flash-attn/src/rocm_sdpa.rs:4383,no,no,kiln-flash-attn
KILN_TRACE_TAPE_BACKWARD_TIMINGS,1,crates/kiln-autograd/src/tape.rs:184,no,yes,kiln-autograd
KILN_TRACE_TAPE_BRIDGE_TIMINGS,1,crates/kiln-kt-bridge/src/tape_bridge.rs:53,no,no,kiln-kt-bridge
KILN_TRACE_TAPE_GDN_CONV_DECISIONS,1,crates/kiln-model/src/forward.rs:1134,yes,no,kiln-model
KILN_VK_ATTENTION_HISTORY,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:700,no,no,kiln-vulkan-kernel
KILN_VK_BF16W_ROW_TILE,1,crates/kiln-vulkan-kernel/src/vk_ops/matmul_bf16w.rs:54,no,yes,kiln-vulkan-kernel
KILN_VK_ELEMENTWISE_TILE,1,crates/kiln-vulkan-kernel/src/vk_ops/mod.rs:60,no,yes,kiln-vulkan-kernel
KILN_VK_EXP_TILE,1,crates/kiln-vulkan-kernel/src/vk_ops/mod.rs:69,no,yes,kiln-vulkan-kernel
KILN_VK_FLASH_ROWS_TILE,1,crates/kiln-vulkan-kernel/src/vk_ops/attention.rs:49,no,yes,kiln-vulkan-kernel
KILN_VK_FLASH_ROW_WORK_TILE,1,crates/kiln-vulkan-kernel/src/vk_ops/attention.rs:58,no,yes,kiln-vulkan-kernel
KILN_VK_GDN_CHUNK_SCAN_BWD_CPU,1,crates/kiln-vulkan-kernel/src/vk_ops/gdn_chunk_bwd.rs:160,no,yes,kiln-vulkan-kernel
KILN_VK_GDN_GATED_RMS_NORM_BWD_CPU,1,crates/kiln-vulkan-kernel/src/vk_ops/gdn_gated_rms_norm.rs:108,no,yes,kiln-vulkan-kernel
KILN_VK_MICROBENCH_BATCHES,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:79,no,yes,kiln-vulkan-kernel
KILN_VK_MICROBENCH_ONLY,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:97,no,yes,kiln-vulkan-kernel
KILN_VK_MICROBENCH_REPEATS,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:349,no,no,kiln-vulkan-kernel
KILN_VK_MICROBENCH_TIMED,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:348,no,no,kiln-vulkan-kernel
KILN_VK_MICROBENCH_WARMUP,1,crates/kiln-vulkan-kernel/src/bin/vulkan_decode_microbench.rs:347,no,no,kiln-vulkan-kernel
KILN_VK_NATIVE_PHASE_TIMING,1,crates/kiln-model/src/forward.rs:26741,no,yes,kiln-model
KILN_VK_PAGED_ATTN_SPLITK_CHUNKS,1,crates/kiln-vulkan-kernel/src/kernels.rs:175,no,yes,kiln-vulkan-kernel
KILN_VK_RESIDENT_DECODE_BLOCK,1,crates/kiln-model/src/forward.rs:24042,yes,no,kiln-model
KILN_VK_RESIDENT_DECODE_GDN,1,crates/kiln-model/src/forward.rs:15064,yes,no,kiln-model
KILN_VK_RESIDENT_DECODE_GDN_FULL_BLOCK,1,crates/kiln-model/src/forward.rs:28934,no,no,kiln-model
KILN_VK_RESIDENT_DECODE_TIMING,1,crates/kiln-model/src/vk_decode_resident.rs:90,no,yes,kiln-model
KILN_VK_SOLVE_TRI_TRANSPOSE_CPU,1,crates/kiln-vulkan-kernel/src/vk_ops/gdn_chunk_bwd.rs:65,no,yes,kiln-vulkan-kernel
KILN_VK_TRACE,1,crates/kiln-model/src/backend/vulkan_attention.rs:222,no,yes,kiln-model
KILN_VLLM_API_KEY,1,crates/kiln-server/src/execution_provenance.rs:307,no,no,kiln-server
KILN_VULKAN_BUFFER_POOL_GB,1,crates/kiln-server/src/config.rs:5525,no,no,kiln-server
KILN_VULKAN_FLCE,1,crates/kiln-core/src/env_flag.rs:38,yes,no,kiln-core
KILN_VULKAN_LINEAR_MAX_GFLOP,1,crates/kiln-model/src/backend/vulkan_linear.rs:38,no,yes,kiln-model
KILN_VULKAN_MLP_F32_DOWN_ROWS4_MIN_BATCH,1,crates/kiln-vulkan-kernel/src/kernels.rs:89,no,yes,kiln-vulkan-kernel
KILN_VULKAN_RESIDENT_DECODE,1,crates/kiln-model/src/backend/vulkan_config.rs:115,yes,no,kiln-model
KILN_W4A16,1,crates/kiln-model/src/marlin_proj.rs:371,yes,no,kiln-model
KILN_W4A16_GDN_OUT_PROJ,1,crates/kiln-model/src/marlin_proj.rs:381,yes,no,kiln-model
